1,0,1,4,0,0
2,0,1,2,0,0
3,0,3,4,0,0
4,0,4,3,0,0
5,1,6,1,0,1
6,1,19,3,0,1
7,1,16,1,0,1
8,1,16,5,0,1
9,1,20,4,0,1
10,1,9,2,0,1
11,1,8,3,0,1
12,1,22,2,0,1
13,1,22,5,0,1
14,1,11,2,0,1
15,1,19,1,0,3
16,1,15,4,0,3
17,1,21,5,0,3
18,1,13,5,0,3
19,1,9,3,0,3
20,1,8,3,0,3
21,1,12,2,0,3
22,1,10,1,0,3
23,1,10,5,0,3
24,1,14,1,0,3
25,1,11,1,0,3
26,1,6,3,0,4
27,1,6,4,0,4
28,1,19,4,0,4
29,1,15,4,0,4
30,1,9,5,0,4
31,1,8,3,0,4
32,1,14,4,0,4
33,1,22,3,0,4
34,1,22,2,0,4
35,1,7,5,0,4
36,1,17,2,0,4
37,1,15,1,0,2
38,1,18,5,0,2
39,1,20,5,0,2
40,1,13,3,0,2
41,1,13,4,0,2
42,1,8,1,0,2
43,1,8,3,0,2
44,1,8,4,0,2
45,1,12,1,0,2
46,1,14,2,0,2
47,1,22,2,0,2
48,1,7,2,0,2
49,1,6,5,0,5
50,1,19,1,0,5
51,1,19,3,0,5
52,1,16,1,0,5
53,1,9,2,0,5
54,1,12,2,0,5
55,1,12,5,0,5
56,1,22,4,0,5
57,1,7,1,0,5
58,1,7,5,0,5
59,1,11,3,0,5
60,1,17,4,0,5
61,2,16,15,6,6
62,2,21,9,6,6
63,2,19,18,6,19
64,2,6,22,6,15
65,2,15,17,6,15
66,2,21,21,6,15
67,2,20,19,6,15
68,2,14,16,6,15
69,2,17,22,6,15
70,2,18,9,6,18
71,2,9,10,6,18
72,2,21,15,6,20
73,2,8,12,6,20
74,2,14,8,6,20
75,2,22,18,6,20
76,2,21,8,6,13
77,2,13,8,6,13
78,2,18,7,6,9
79,2,14,18,6,9
80,2,7,11,6,9
81,2,13,15,6,8
82,2,15,15,6,12
83,2,20,12,6,12
84,2,15,13,6,10
85,2,16,21,6,10
86,2,22,10,6,10
87,2,7,14,6,10
88,2,6,11,6,14
89,2,16,17,6,14
90,2,12,7,6,14
91,2,20,10,6,22
92,2,13,8,6,22
93,2,13,12,6,22
94,2,12,11,6,22
95,2,10,21,6,22
96,2,11,18,6,11
97,2,12,13,6,17
98,2,14,22,6,17
99,2,11,16,6,17
100,2,17,11,6,17
101,2,10,8,19,19
102,2,10,7,19,19
103,2,7,13,19,19
104,2,17,16,19,19
105,2,12,8,19,15
106,2,18,22,19,16
107,2,13,22,19,16
108,2,12,8,19,16
109,2,7,20,19,16
110,2,8,10,19,21
111,2,10,8,19,21
112,2,14,13,19,18
113,2,14,7,19,18
114,2,21,12,19,20
115,2,9,10,19,20
116,2,10,20,19,20
117,2,17,7,19,20
118,2,18,11,19,13
119,2,7,10,19,9
120,2,22,17,19,8
121,2,21,17,19,12
122,2,16,7,19,14
123,2,21,13,19,14
124,2,14,8,19,14
125,2,10,17,19,22
126,2,11,8,19,22
127,2,21,16,19,7
128,2,13,11,19,7
129,2,12,18,19,7
130,2,14,22,19,7
131,2,16,14,19,11
132,2,10,21,19,11
133,2,21,7,19,17
134,2,20,12,19,17
135,2,12,18,19,17
136,2,7,14,19,17
137,2,14,9,15,15
138,2,16,18,15,16
139,3,16,20,15,16
140,2,16,10,15,16
141,2,13,11,15,16
142,2,8,16,15,16
143,2,7,10,15,16
144,2,11,11,15,16
145,2,18,12,15,21
146,2,15,10,15,18
147,2,15,17,15,18
148,2,18,21,15,18
149,2,8,10,15,18
150,2,16,20,15,13
151,2,12,17,15,13
152,2,20,20,15,9
153,2,20,13,15,9
154,2,17,7,15,9
155,2,9,9,15,12
156,2,9,10,15,12
157,2,17,9,15,12
158,2,9,7,15,14
159,2,22,16,15,14
160,2,11,11,15,22
161,2,16,14,15,7
162,2,21,14,15,7
163,2,8,20,15,17
164,2,12,7,15,17
165,2,18,12,16,21
166,2,12,22,16,21
167,2,18,18,16,20
168,2,20,8,16,13
169,2,13,11,16,13
170,2,12,22,16,9
171,2,14,7,16,9
172,2,11,20,16,9
