1,0,0,0,1,1
2,0,0,0,1,3
3,0,0,0,3,1
4,0,0,0,4,1
5,1,0,1,7,4
6,1,0,1,8,3
7,1,0,1,9,2
8,1,0,1,10,2
9,1,0,1,11,3
10,1,0,1,11,4
11,1,0,1,14,2
12,1,0,2,6,2
13,1,0,2,6,3
14,1,0,2,7,3
15,1,0,2,8,3
16,1,0,2,10,4
17,1,0,2,11,2
18,1,0,2,12,3
19,1,0,2,13,1
20,1,0,2,14,1
21,1,0,3,6,4
22,1,0,3,7,1
23,1,0,3,8,3
24,1,0,3,9,2
25,1,0,3,11,4
26,1,0,3,12,1
27,1,0,3,12,3
28,1,0,3,13,1
29,1,0,4,5,1
30,1,0,4,5,2
31,1,0,4,8,2
32,1,0,4,9,4
33,1,0,4,10,4
34,1,0,4,11,2
35,1,0,4,11,4
36,1,0,4,12,4
37,2,5,5,5,11
38,2,5,5,5,13
39,2,5,5,11,11
40,2,5,5,13,11
41,2,5,6,8,14
42,2,5,6,9,7
43,2,5,6,13,13
44,2,5,7,9,8
45,2,5,7,10,13
46,2,5,8,6,14
47,2,5,8,10,8
48,2,5,8,14,13
49,2,5,9,6,9
50,2,5,9,7,11
51,2,5,9,7,12
52,2,5,10,13,10
53,2,5,11,8,10
54,2,5,12,12,7
55,2,5,12,13,12
56,2,5,13,14,14
57,2,5,14,12,14
58,2,5,14,13,10
59,2,6,6,12,10
60,2,6,6,12,13
61,2,6,6,14,12
62,2,6,7,7,12
63,2,6,7,10,7
64,2,6,7,14,7
65,2,6,8,12,9
66,2,6,9,6,10
67,2,6,9,13,14
68,2,6,10,9,12
69,2,6,10,13,11
70,2,6,11,11,10
71,2,6,13,7,9
72,2,6,13,8,8
73,2,6,13,8,9
74,2,6,13,12,13
75,2,6,14,9,8
76,2,6,14,11,13
77,2,7,7,13,8
78,2,7,8,8,8
79,2,7,8,11,10
80,2,7,9,8,8
81,2,7,9,9,8
82,2,7,9,11,12
83,2,7,10,10,11
84,2,7,10,10,12
85,2,7,10,13,8
86,2,7,11,14,10
87,2,7,14,10,13
88,2,7,14,11,9
89,2,7,14,14,13
90,2,8,9,14,12
91,2,8,10,12,12
92,2,8,11,14,12
93,2,8,14,11,14
94,2,8,14,12,9
95,2,9,9,12,11
96,2,9,11,14,10
97,2,9,13,13,12
98,2,9,14,10,11
99,2,10,13,11,12
100,2,10,14,11,12
